# Created at 2018-03-19 20:59:58
# Connection parameters. Layer11:750 Layer12: 6 Layer22: 70
# Connection Num. Layer11: 21 Layer12: 166 Layer22: 5417
# Lowest level starting ID, total switch number, bandwidth
21,635,100
# NodeID, x_pos, y_pos, degree
140,-12213,3709,28
141,10640,2002,2
142,1244,5321,2
143,10574,2116,26
144,57,5281,13
145,13930,3514,19
146,9056,2355,27
147,177,4846,18
148,3077,2991,17
149,737,910,5
150,3104,2987,26
151,-24,5127,42
152,9781,3722,2
153,9168,2073,1
154,7252,1836,21
155,34,5098,39
156,-7,5127,42
157,3175,3017,14
158,3193,2964,16
159,-4380,-1933,2
160,27,5124,37
161,12113,3119,30
162,-4329,-2247,18
163,214,4808,4
164,-4336,-2266,18
165,1329,5225,21
166,1044,4965,2
167,12149,3145,21
168,1324,5243,18
169,9741,1807,2
170,12015,1496,22
171,11002,1631,1
172,329,4474,3
173,6897,1920,1
174,3156,5830,3
175,1304,5361,5
176,429,3087,3
177,206,4841,25
178,7219,1867,20
179,9363,2306,1
180,10545,2093,35
181,3110,3010,26
182,1250,4202,6
183,688,917,8
184,-12244,3739,30
185,1317,5229,20
186,11378,-349,1
187,1302,5199,19
188,12123,3103,22
189,10552,2106,37
190,4728,3414,3
191,7236,1846,21
192,1214,4184,7
193,3139,3088,17
194,5166,3503,37
195,1318,5233,22
196,12134,3115,28
197,3158,2906,10
198,10551,2135,31
199,11769,2847,1
200,9359,2522,4
201,7072,1826,7
202,3729,5581,8
203,6992,1749,4
204,2771,4045,24
205,-72,5152,34
206,3530,2428,1
207,7216,3314,1
208,6929,2086,2
209,4695,3135,3
210,8486,2617,1
211,9042,2366,24
212,7273,1895,19
213,10388,1504,14
214,3038,2965,13
215,1352,4261,5
216,1335,5248,20
217,5128,3533,45
218,10178,1177,2
219,12019,1582,6
220,204,5014,13
221,-12157,3675,22
222,10551,2102,36
223,2843,4119,35
224,10550,-610,11
225,-4831,-2415,2
226,1260,4234,7
227,3497,2256,3
228,5149,3568,42
229,5114,3519,41
230,-12154,3701,29
231,10018,1228,2
232,-12212,3754,26
233,857,6889,2
234,-10,5128,40
235,-4334,-2262,19
236,3855,3987,2
237,1428,5253,14
238,10617,-664,5
239,9057,2374,26
240,2893,4301,9
241,282,4806,20
242,7324,2001,6
243,2839,3747,2
244,2545,4176,2
245,5128,3533,42
246,32,5230,36
247,184,4843,19
248,2776,4263,8
249,-12238,3744,31
250,11982,3284,1
251,10514,1860,2
252,10370,1520,11
253,6441,1802,2
254,-12228,3710,29
255,7193,1545,2
256,5292,3404,18
257,12095,1442,24
258,9056,2682,5
259,-18,5114,36
260,9010,2433,24
261,10557,2105,33
262,-69,5111,35
263,75,5196,41
264,10540,2104,30
265,13149,2862,1
266,3005,3810,2
267,-44,5136,40
268,4451,2891,2
269,10550,2111,38
270,13903,3520,19
271,202,4856,25
272,5111,3483,37
273,-12234,3743,31
274,295,4842,15
275,12120,2243,3
276,9036,2374,26
277,3729,5558,13
278,10638,-606,13
279,7191,2610,1
280,1290,5226,15
281,2711,3759,8
282,-12210,3733,34
283,13960,3533,19
284,4925,801,2
285,7247,1847,22
286,13822,3399,3
287,12371,3323,4
288,12134,3098,27
289,-12199,3705,31
290,-11,5135,54
291,3602,5272,1
292,-4311,-2363,13
293,10371,1500,13
294,10574,2123,34
295,2855,4111,30
296,198,4853,24
297,1883,4638,1
298,6587,4395,1
299,12116,3088,28
300,-6,5121,43
301,3730,5504,6
302,2821,4316,5
303,2852,4101,33
304,12171,1420,21
305,-12310,3667,24
306,5108,3531,37
307,11527,1299,2
308,3336,5602,2
309,5141,3543,43
310,13935,3548,23
311,9214,2313,7
312,12110,3157,24
313,12637,1421,2
314,10657,-611,7
315,11803,2800,3
316,3477,2265,2
317,12011,3055,11
318,12149,3115,27
319,2020,6204,1
320,3020,4785,1
321,1178,4225,13
322,11107,1917,1
323,743,821,1
324,9122,2150,6
325,3310,3687,4
326,11976,3162,3
327,10375,1507,14
328,3114,2993,22
329,12109,1440,26
330,10602,-647,9
331,5076,3521,42
332,-12356,3578,10
333,-12218,3749,31
334,3742,5610,5
335,5196,3499,37
336,1248,4181,15
337,10547,2088,34
338,1216,4167,10
339,-4387,-2283,16
340,1249,4166,14
341,10640,-609,14
342,801,1334,2
343,12087,1448,24
344,10624,2156,34
345,13877,3500,17
346,10100,3522,1
347,5116,3529,41
348,3595,5324,4
349,5172,3629,39
350,652,972,2
351,-4340,-2245,17
352,-13,5120,39
353,10610,-570,8
354,3191,2758,3
355,149,5218,27
356,705,5298,6
357,261,4780,21
358,1438,3371,2
359,10547,2025,35
360,12304,3101,7
361,5298,3467,30
362,13843,3472,8
363,-12189,3658,32
364,4111,2224,4
365,11991,3169,10
366,232,4863,29
367,2635,3192,2
368,83,5051,43
369,13824,3876,3
370,4898,3558,19
371,7228,1803,24
372,10016,1324,3
373,1262,4172,14
374,11742,-3433,1
375,1578,4316,2
376,2975,2914,13
377,3023,4448,1
378,12175,3124,27
379,12697,3521,2
380,-67,4901,12
381,10405,1504,12
382,10704,-500,5
383,3450,4192,8
384,4344,5633,1
385,10370,1525,13
386,10637,-614,15
387,12,5135,42
388,12097,3343,10
389,1238,4168,19
390,11311,3465,5
391,5007,3384,28
392,435,1391,1
393,-10220,5106,1
394,2846,4093,37
395,3730,5542,18
396,3,5126,46
397,1621,4346,2
398,7243,1848,22
399,12032,3010,24
400,5505,4653,2
401,5228,4422,6
402,4710,4023,7
403,4176,3034,4
404,14023,3233,1
405,5107,3519,38
406,10825,-703,3
407,-181,3371,1
408,12117,3125,25
409,3137,3003,22
410,747,1041,1
411,693,915,6
412,10465,2113,30
413,1113,4167,12
414,13952,3549,17
415,-12216,3741,31
416,673,982,3
417,150,5353,17
418,3742,5544,12
419,13935,3555,17
420,10634,2577,8
421,12103,1447,22
422,10637,-635,12
423,835,5623,4
424,-11975,4190,1
425,11714,1711,4
426,1333,5220,23
427,2381,2545,1
428,10371,1502,15
429,1406,4265,7
430,12137,3092,22
431,10417,2131,28
432,3,5123,41
433,3761,5627,10
434,12107,1432,26
435,10581,-1021,1
436,3754,5553,13
437,10445,1920,19
438,590,834,1
439,-12217,3748,31
440,3013,4181,14
441,3156,3102,23
442,2111,4183,3
443,10366,1454,16
444,13901,3652,19
445,2817,4046,28
446,2084,4052,1
447,12248,3025,12
448,851,1139,2
449,10645,1310,5
450,10514,-671,6
451,13941,3586,19
452,2688,3968,15
453,10512,1461,9
454,230,4835,33
455,10771,2194,20
456,3200,3076,16
457,12133,1427,21
458,8849,1504,1
459,10550,2338,13
460,7483,2030,6
461,12305,3385,7
462,1582,5135,2
463,10533,2049,30
464,9033,2377,27
465,12193,3135,23
466,408,4803,15
467,3052,5516,7
468,12146,3031,24
469,4021,5568,3
470,2836,4079,31
471,7236,1857,20
472,1322,5219,19
473,2900,4147,37
474,1325,5233,21
475,2858,4089,32
476,-12233,3737,32
477,8240,1321,1
478,205,4847,30
479,885,5203,4
480,-14,5090,38
481,4174,4184,9
482,10617,2195,25
483,13544,3337,6
484,2851,4097,33
485,-12223,3744,32
486,2721,4201,21
487,46,5157,44
488,981,1385,4
489,-4309,-2232,16
490,-4284,-2273,17
491,12129,3106,24
492,1080,4258,8
493,5103,3528,37
494,-12224,3759,32
495,7385,1421,5
496,-34,4566,6
497,2346,4400,6
498,1315,5231,21
499,12028,3066,25
500,5131,3537,40
501,12094,1422,22
502,11974,2616,10
503,-11651,3614,2
504,3120,3111,26
505,-277,765,1
506,3021,5144,3
507,-398,3843,1
508,-12200,3737,33
509,2857,4102,29
510,5124,3549,38
511,1387,4459,8
512,4372,4049,8
513,12098,1445,25
514,12365,1843,3
515,747,908,7
516,5114,3541,43
517,802,967,3
518,-12319,3543,13
519,2717,5120,5
520,7251,1883,24
521,3296,3914,7
522,-27,5135,47
523,5099,3550,37
524,12089,1462,25
525,10640,-559,10
526,10941,-687,3
527,7199,1848,22
528,12460,2608,3
529,3741,5553,12
530,-12205,3752,30
531,10375,1507,17
532,8926,2322,23
533,3156,3086,24
534,11013,-660,5
535,3076,3012,26
536,12166,3068,26
537,18,5112,36
538,-4309,-2261,18
539,557,4612,9
540,12004,4162,2
541,12074,1475,23
542,695,882,9
543,2861,4105,28
544,12094,1442,26
545,2954,4102,26
546,1345,5038,12
547,687,4754,13
548,12217,2217,3
549,1357,5226,19
550,1359,5210,18
551,10241,2129,12
552,3107,3009,25
553,1080,5585,4
554,2851,5137,5
555,14182,393,3
556,-181,5262,25
557,6643,2162,4
558,12908,3321,4
559,3137,3012,24
560,2954,3964,24
561,12106,3088,22
562,4339,2316,2
563,2687,5140,8
564,10969,1164,3
565,12782,2798,5
566,40,5373,21
567,3799,5457,7
568,1454,5293,16
569,1227,4190,17
570,11909,3177,16
571,138,5046,48
572,3004,2947,21
573,12141,1445,27
574,9089,2297,24
575,7733,3741,2
576,7257,1849,25
577,1285,5211,23
578,13742,3528,12
579,6293,2084,5
580,206,4869,36
581,10564,2093,34
582,-4304,-2238,17
583,-12123,3833,28
584,3007,4229,20
585,-4383,-2354,16
586,13912,3735,9
587,10661,-613,9
588,12102,1426,27
589,11084,3723,2
590,2863,3998,29
591,3337,5682,8
592,4327,2202,4
593,10733,-523,9
594,83,4830,31
595,12055,1732,9
596,3003,4027,26
597,240,4805,34
598,3110,2991,29
599,10023,5040,3
600,-355,5461,6
601,-12163,3770,33
602,-30,5191,40
603,12497,3135,6
604,11794,3167,12
605,3036,3054,28
606,1241,5217,18
607,12322,3245,15
608,10566,2114,31
609,-12136,3716,28
610,9010,2412,24
611,-31,5139,44
612,13925,3546,21
613,1261,5772,4
614,-72,4946,38
615,7393,1849,16
616,9040,2380,28
617,7616,2339,5
618,282,4907,30
619,211,4859,40
620,4118,5259,2
621,5083,3523,37
622,10652,-592,16
623,9038,2382,25
624,-12227,3924,23
625,7833,2560,7
626,4885,3330,18
627,8279,4890,2
628,136,4762,32
629,-12357,3879,20
630,14076,3009,5
631,10075,543,4
632,726,972,8
633,10378,1496,18
634,4481,3651,11
# links
0,1
0,2
1,3
0,4
2,5
4,6
3,7
6,8
1,9
2,10
3,11
4,12
2,13
6,14
8,14
6,15
2,16
3,17
3,18
3,19
3,20
0,36
0,88
0,161
0,188
0,196
0,288
0,318
0,378
0,408
0,430
0,491
0,536
1,33
1,64
1,69
1,105
1,154
1,212
1,285
1,398
1,471
1,576
3,23
3,45
3,58
3,133
3,184
3,232
3,249
3,254
3,273
3,282
3,333
3,415
3,439
3,476
3,485
3,494
3,508
3,530
3,601
4,21
4,28
4,44
4,95
4,107
4,162
4,164
4,235
4,489
4,538
4,582
5,224
5,278
5,341
6,24
6,26
6,37
6,54
6,59
6,87
6,119
6,145
6,283
6,310
6,414
6,419
6,586
6,612
7,418
10,29
10,39
10,55
10,61
10,79
10,108
10,110
10,114
10,146
10,211
10,239
10,276
10,464
10,610
10,616
10,623
11,165
11,168
11,195
11,426
11,474
11,498
11,549
12,53
12,74
12,118
12,257
12,329
12,421
12,434
12,513
12,544
12,588
13,62
13,99
13,180
13,189
13,222
13,261
13,264
13,269
13,337
13,581
14,27
14,43
14,48
14,151
14,156
14,234
14,290
14,300
14,352
14,387
14,396
14,432
14,522
14,611
15,628
16,327
16,428
16,531
16,633
17,22
17,30
17,40
17,67
17,94
17,181
17,217
17,228
17,229
17,245
17,306
17,309
17,331
17,347
17,493
17,500
17,510
17,516
17,523
18,31
18,65
18,72
18,223
18,295
18,303
18,394
18,473
18,475
18,484
18,509
18,543
18,545
19,93
19,569
25,22
28,21
30,22
32,27
34,22
35,23
37,24
38,31
39,29
40,22
40,30
41,32
42,22
42,30
42,40
43,27
43,32
44,21
44,28
45,23
45,35
46,22
46,25
46,30
46,40
47,22
47,30
47,40
48,27
48,32
48,43
49,29
50,49
51,29
51,39
52,22
52,30
52,40
52,42
52,46
52,47
54,24
54,37
55,29
55,39
55,51
56,21
56,28
56,44
57,21
57,28
57,44
57,56
58,23
58,35
58,45
59,24
59,37
59,54
60,42
61,29
61,39
61,49
61,51
61,55
63,22
63,25
63,30
63,40
63,42
63,46
63,52
65,31
65,38
66,33
66,64
67,22
67,25
67,30
67,40
67,42
67,46
67,47
67,52
67,63
68,49
68,55
69,33
69,64
69,66
70,31
70,38
70,65
71,22
71,25
71,30
71,40
71,42
71,46
71,63
71,67
72,31
72,38
72,65
72,70
73,37
73,54
73,59
74,53
75,27
75,32
75,43
75,48
76,39
76,51
76,55
77,62
78,74
79,29
79,39
79,51
79,55
79,61
80,23
81,27
82,26
83,62
83,77
84,53
84,74
85,31
86,45
87,24
87,37
87,54
87,59
88,36
89,53
89,74
89,84
90,37
90,87
91,53
91,74
91,84
91,89
92,85
93,81
94,22
94,25
94,30
94,40
94,42
94,46
94,52
94,63
94,67
94,71
95,21
95,28
95,44
95,56
95,57
96,77
97,83
98,27
99,62
99,77
99,83
100,43
101,29
101,39
101,49
101,51
101,55
101,61
101,79
102,85
102,92
103,53
104,33
104,64
104,66
104,69
105,33
105,64
105,66
105,69
106,23
106,35
107,21
107,28
107,44
107,56
107,57
107,95
108,29
108,39
108,49
108,51
108,55
108,61
108,68
108,79
108,101
109,31
109,38
109,65
109,70
109,72
111,70
112,33
112,64
112,66
112,69
112,105
113,31
113,38
113,65
113,70
113,72
113,79
113,109
114,29
114,39
114,49
114,51
114,55
114,61
114,79
114,101
114,108
115,62
115,77
115,83
115,96
115,99
116,29
116,51
116,55
116,61
116,68
116,78
116,79
116,108
116,114
117,23
118,53
118,74
118,84
118,89
118,91
120,48
121,47
121,71
122,75
123,22
123,25
123,30
123,40
123,42
123,46
123,47
123,52
123,63
123,67
123,71
123,94
124,119
125,85
125,92
126,22
126,25
126,30
126,40
126,42
126,46
126,52
126,63
126,67
126,71
126,94
126,123
127,31
128,85
129,31
129,38
129,65
129,70
129,72
129,109
129,113
130,62
130,77
130,83
130,99
131,27
131,32
131,43
131,48
131,75
132,108
133,23
133,35
133,45
133,58
134,120
135,27
135,32
135,75
135,131
136,62
136,77
136,83
136,99
136,115
136,130
137,22
138,61
139,31
139,38
139,65
139,70
139,72
139,109
139,113
139,129
140,23
140,35
140,45
140,58
140,133
141,99
142,129
143,62
143,77
143,83
143,99
143,115
143,130
143,136
144,43
145,24
145,37
145,54
145,59
145,87
146,29
146,39
146,49
146,51
146,55
146,61
146,76
146,79
146,101
146,108
146,114
146,116
147,120
148,85
148,102
148,125
149,119
150,25
150,85
150,92
150,102
150,125
150,148
151,27
151,32
151,43
151,48
151,75
151,98
151,131
152,114
153,51
154,33
154,64
154,66
154,69
154,104
154,105
154,112
155,27
155,32
155,43
155,48
155,75
155,129
155,131
155,151
156,27
156,32
156,43
156,48
156,75
156,131
156,151
157,65
157,85
157,92
157,102
158,85
158,92
158,102
159,56
159,107
160,27
160,32
160,43
160,48
160,75
160,98
160,131
160,151
160,155
160,156
161,36
161,88
161,114
162,21
162,28
162,44
162,56
162,57
162,95
162,107
163,120
164,21
164,28
164,44
164,56
164,57
164,95
164,107
164,162
165,155
166,31
167,36
167,59
167,161
168,165
169,68
170,53
170,89
170,91
170,99
170,103
170,118
171,83
172,32
172,48
173,139
174,71
175,67
175,165
176,27
176,131
177,120
177,147
177,151
177,156
178,33
178,64
178,66
178,69
178,104
178,105
178,112
178,154
179,136
180,49
180,62
180,77
180,83
180,99
180,115
180,130
180,136
180,143
181,85
181,92
181,102
181,125
181,148
181,150
181,157
181,158
182,81
183,119
183,149
184,23
184,35
184,45
184,58
184,106
184,133
184,140
185,165
185,168
186,45
187,165
187,168
187,185
188,36
188,88
188,161
188,167
189,29
189,36
189,62
189,77
189,83
189,96
189,97
189,99
189,115
189,130
189,136
189,143
189,180
190,63
190,71
190,123
191,33
191,64
191,66
191,69
191,104
191,105
191,112
191,154
191,178
192,81
192,93
193,92
193,102
193,125
193,150
194,22
194,25
194,30
194,40
194,42
194,46
194,47
194,52
194,63
194,67
194,71
194,94
194,123
194,126
195,165
195,168
195,174
195,185
195,187
196,36
196,88
196,161
196,167
196,188
197,31
197,65
197,125
197,181
198,33
198,62
198,77
198,83
198,97
198,99
198,115
198,130
198,136
198,143
198,180
198,189
199,91
200,114
200,191
201,48
201,69
201,104
202,128
203,69
203,152
203,154
204,31
204,48
204,65
204,70
204,72
204,109
204,129
204,139
205,27
205,32
205,43
205,48
205,98
205,131
205,144
205,151
205,156
206,193
207,53
208,191
209,51
209,123
210,69
211,29
211,39
211,49
211,51
211,55
211,61
211,79
211,101
211,108
211,114
211,116
211,146
212,33
212,64
212,66
212,69
212,104
212,105
212,112
212,154
212,178
212,191
213,77
213,79
214,85
214,102
214,148
214,150
214,181
215,94
215,156
215,185
216,93
216,98
216,165
216,168
216,185
216,187
216,195
217,22
217,25
217,30
217,40
217,42
217,46
217,47
217,52
217,63
217,67
217,71
217,94
217,123
217,126
217,145
217,194
218,143
218,169
219,53
219,78
219,91
219,103
219,170
220,98
220,147
220,151
221,23
221,35
221,58
221,140
222,62
222,77
222,83
222,97
222,99
222,115
222,130
222,136
222,143
222,180
222,189
222,198
223,31
223,38
223,65
223,70
223,72
223,109
223,113
223,129
223,139
223,168
223,204
224,114
225,42
226,75
226,93
227,75
228,22
228,25
228,30
228,40
228,42
228,46
228,52
228,63
228,67
228,71
228,94
228,123
228,126
228,194
228,217
229,22
229,25
229,30
229,40
229,42
229,46
229,47
229,52
229,63
229,67
229,71
229,94
229,123
229,126
229,194
229,217
229,228
230,23
230,35
230,106
230,133
230,140
230,184
230,221
231,63
231,191
232,23
232,35
232,45
232,58
232,133
232,140
232,184
232,230
233,22
233,200
234,27
234,32
234,43
234,48
234,75
234,98
234,131
234,135
234,151
234,155
234,156
234,160
234,205
235,21
235,28
235,44
235,56
235,57
235,95
235,107
235,162
235,164
236,94
236,223
237,27
237,165
237,168
237,185
238,62
239,29
239,39
239,49
239,51
239,55
239,61
239,79
239,101
239,108
239,114
239,116
239,146
239,211
240,40
240,65
240,109
240,127
240,139
241,43
241,48
241,63
241,120
241,131
242,38
242,64
242,66
242,104
242,105
243,31
243,223
244,31
244,139
245,22
245,25
245,30
245,40
245,42
245,46
245,47
245,52
245,63
245,67
245,71
245,94
245,123
245,126
245,194
245,217
245,228
245,229
246,27
246,43
246,48
246,75
246,98
246,131
246,144
246,155
246,160
246,205
247,120
247,147
247,151
247,177
248,31
248,43
248,111
248,204
249,23
249,35
249,45
249,58
249,133
249,140
249,184
249,230
249,232
250,196
251,115
251,198
252,180
252,213
253,211
253,245
254,23
254,35
254,45
254,58
254,133
254,140
254,184
254,221
254,230
254,232
254,249
255,104
255,203
256,22
256,30
256,52
256,63
256,67
256,71
256,104
256,139
256,194
256,217
256,229
257,53
257,74
257,84
257,89
257,91
257,118
258,29
258,50
258,146
258,239
259,27
259,32
259,43
259,48
259,75
259,98
259,131
259,151
259,155
259,156
259,160
259,205
259,234
260,29
260,39
260,49
260,51
260,55
260,61
260,79
260,101
260,108
260,114
260,116
260,146
260,211
260,239
261,62
261,77
261,83
261,97
261,99
261,115
261,130
261,136
261,143
261,180
261,189
261,198
261,222
262,27
262,32
262,43
262,48
262,75
262,98
262,131
262,144
262,151
262,155
262,156
262,160
262,205
262,234
262,246
262,259
263,27
263,32
263,43
263,48
263,75
263,98
263,131
263,135
263,144
263,151
263,155
263,156
263,160
263,205
263,234
263,246
264,62
264,77
264,83
264,97
264,99
264,115
264,130
264,136
264,143
264,180
264,189
264,198
264,222
264,261
265,185
266,31
266,85
267,27
267,32
267,43
267,48
267,75
267,98
267,131
267,151
267,155
267,156
267,160
267,177
267,205
267,234
267,246
267,259
267,262
267,263
268,52
268,71
269,62
269,77
269,83
269,96
269,97
269,99
269,115
269,130
269,136
269,143
269,180
269,189
269,198
269,222
269,261
269,264
270,24
270,37
270,54
270,59
270,87
270,145
271,48
271,102
271,120
271,135
271,147
271,177
271,241
271,247
272,22
272,25
272,30
272,40
272,42
272,46
272,47
272,52
272,63
272,67
272,71
272,85
272,94
272,123
272,126
272,194
272,217
272,228
272,229
272,245
273,23
273,35
273,45
273,58
273,133
273,140
273,184
273,221
273,230
273,232
273,249
273,254
274,120
274,144
274,155
274,195
274,241
274,271
275,36
275,77
275,123
276,29
276,38
276,39
276,49
276,51
276,55
276,61
276,76
276,79
276,101
276,108
276,114
276,116
276,146
276,211
276,239
276,260
277,38
277,98
277,128
277,202
278,146
279,135
280,165
280,168
280,185
280,187
280,195
280,216
281,70
281,113
281,126
281,217
282,23
282,35
282,45
282,58
282,106
282,133
282,140
282,184
282,221
282,230
282,232
282,249
282,254
282,273
283,24
283,37
283,54
283,59
283,87
283,90
283,145
283,270
284,229
285,33
285,64
285,66
285,69
285,104
285,105
285,112
285,154
285,178
285,191
285,212
285,242
285,264
286,37
286,59
287,29
287,193
287,272
288,36
288,88
288,161
288,167
288,188
288,196
288,261
289,23
289,35
289,45
289,58
289,106
289,133
289,140
289,184
289,221
289,230
289,232
289,249
289,254
289,273
289,282
290,27
290,32
290,43
290,48
290,75
290,98
290,120
290,131
290,135
290,144
290,151
290,155
290,156
290,160
290,205
290,234
290,246
290,259
290,262
290,263
290,267
291,181
292,21
292,28
292,44
292,107
292,164
292,189
292,235
293,189
293,213
293,252
294,62
294,77
294,83
294,96
294,99
294,114
294,115
294,130
294,136
294,143
294,180
294,189
294,198
294,222
294,261
294,264
294,269
295,31
295,38
295,65
295,70
295,72
295,109
295,113
295,129
295,139
295,223
295,245
296,75
296,100
296,120
296,147
296,156
296,177
296,247
296,263
296,271
296,273
297,215
298,228
299,36
299,88
299,161
299,167
299,188
299,196
299,288
300,27
300,32
300,43
300,48
300,75
300,98
300,131
300,151
300,155
300,156
300,160
300,205
300,220
300,234
300,246
300,259
300,262
300,263
300,267
300,290
301,128
301,277
302,65
302,139
302,216
303,31
303,38
303,65
303,70
303,72
303,107
303,109
303,113
303,129
303,139
303,204
303,223
303,277
303,295
304,53
304,74
304,84
304,89
304,91
304,118
304,170
304,257
305,23
305,45
305,58
305,135
305,184
305,230
305,249
305,254
305,273
305,282
305,289
306,22
306,25
306,30
306,40
306,42
306,46
306,47
306,52
306,63
306,67
306,71
306,94
306,123
306,126
306,194
306,217
306,228
306,229
306,245
306,272
307,36
307,222
308,31
308,237
309,22
309,25
309,30
309,40
309,42
309,46
309,47
309,52
309,63
309,67
309,71
309,94
309,109
309,123
309,126
309,194
309,217
309,228
309,229
309,245
309,256
309,272
309,306
310,24
310,37
310,54
310,59
310,87
310,145
310,270
310,283
310,286
311,39
311,79
311,101
311,108
311,114
311,146
311,260
312,36
312,59
312,61
312,88
312,161
312,167
312,188
312,196
312,234
312,288
312,299
313,257
314,278
315,30
315,161
316,71
316,227
317,88
317,161
317,288
317,299
317,312
318,36
318,64
318,88
318,161
318,167
318,188
318,196
318,288
318,299
318,312
319,31
320,31
321,81
321,93
321,98
321,282
322,294
323,183
324,29
324,61
324,130
324,239
324,276
325,31
325,42
325,67
326,161
327,114
327,213
327,222
327,252
327,293
327,310
328,85
328,92
328,102
328,125
328,148
328,150
328,176
328,181
328,223
329,53
329,74
329,83
329,84
329,89
329,91
329,118
329,257
329,304
330,224
330,238
331,22
331,25
331,30
331,40
331,42
331,46
331,47
331,52
331,63
331,67
331,70
331,71
331,94
331,123
331,126
331,194
331,217
331,228
331,229
331,245
331,272
331,306
331,309
332,23
332,35
332,45
332,140
332,249
332,282
332,305
333,23
333,35
333,45
333,58
333,106
333,133
333,140
333,184
333,221
333,230
333,232
333,249
333,254
333,273
333,282
333,289
333,305
334,194
334,277
335,22
335,25
335,30
335,40
335,42
335,46
335,47
335,52
335,63
335,67
335,69
335,71
335,94
335,123
335,126
335,194
335,217
335,228
335,229
335,245
335,256
335,272
335,306
335,309
335,331
336,52
336,81
336,93
336,131
336,182
336,226
336,321
337,62
337,77
337,83
337,96
337,97
337,99
337,115
337,130
337,136
337,143
337,180
337,189
337,198
337,222
337,261
337,264
337,269
337,294
338,81
338,93
338,192
338,321
338,336
339,21
339,28
339,44
339,56
339,95
339,107
339,162
339,164
339,235
339,292
340,67
340,81
340,93
340,156
340,192
340,321
340,336
340,338
341,178
341,278
341,314
341,330
342,227
342,290
343,53
343,74
343,84
343,86
343,89
343,91
343,118
343,170
343,257
343,304
343,329
344,62
344,77
344,83
344,97
344,99
344,115
344,116
344,130
344,136
344,143
344,180
344,189
344,198
344,211
344,222
344,261
344,264
344,269
344,294
344,337
345,24
345,37
345,54
345,59
345,87
345,90
345,145
345,270
345,310
346,230
347,22
347,25
347,30
347,40
347,42
347,46
347,47
347,52
347,63
347,67
347,71
347,94
347,104
347,123
347,126
347,194
347,217
347,228
347,229
347,245
347,272
347,306
347,309
347,331
347,335
348,137
348,281
349,22
349,25
349,30
349,40
