# Created at 2018-03-14 14:36:28
# Lowest level starting ID, hostnumber, bandwidth
21,3,100
# NodeID, x_pos, y_pos, degree
95,7363,2185,20
96,706,901,11
97,10544,1915,23
98,13961,3525,11
99,13485,2829,8
100,-12240,3744,6
101,9965,2041,15
102,3961,5599,19
103,2871,4103,19
104,13249,3677,15
105,-4319,-2264,6
106,361,4985,24
107,8792,2326,15
108,12058,1446,13
109,246,4767,25
110,6994,1750,25
111,1884,-603,3
112,1187,4195,18
113,720,878,15
114,-9345,4577,6
115,3095,6713,14
116,5174,2689,12
117,9158,1159,15
118,12078,1588,16
119,10624,-604,17
120,28,5160,21
# links
0,1
0,2
1,3
0,4
2,5
4,6
3,7
6,8
1,9
2,10
4,10
3,11
4,12
8,12
2,13
6,13
6,14
6,15
2,16
3,17
6,17
3,18
1,18
3,19
6,19
3,20
0,20
1,20
10,20
0,5
0,7
0,17
0,24
0,40
0,46
0,50
0,56
0,57
0,60
0,70
0,77
0,81
0,83
0,87
0,95
1,5
1,6
1,8
1,24
1,28
1,41
1,42
1,44
1,54
1,70
1,74
1,86
1,87
1,89
1,96
2,50
2,55
3,4
3,10
3,18
3,22
3,45
3,63
3,79
3,83
3,98
4,3
4,40
4,52
4,84
4,99
5,71
5,98
6,9
6,13
6,21
6,26
6,27
6,53
6,60
6,77
6,83
7,0
7,43
7,58
7,67
7,81
7,94
7,96
8,22
8,29
8,31
8,37
8,43
8,57
8,75
8,92
9,8
9,71
9,79
10,2
10,6
10,25
10,38
10,39
10,50
10,63
10,86
10,97
11,22
11,62
11,85
12,5
12,11
12,50
12,55
12,69
12,73
12,82
12,87
12,97
13,14
13,16
13,21
13,38
13,55
13,56
13,68
13,74
13,76
13,78
13,80
13,84
13,96
13,98
14,19
14,25
14,28
14,47
14,61
14,65
14,68
14,71
14,83
14,85
14,88
14,89
14,99
15,1
15,15
15,19
15,25
15,28
15,33
15,61
15,62
15,68
15,71
15,82
15,85
15,88
15,89
15,99
16,32
16,40
16,55
16,76
17,24
17,30
17,49
17,51
17,52
17,60
17,64
17,76
18,9
18,12
18,20
18,23
18,51
18,61
18,69
18,71
18,82
18,85
18,88
18,95
19,48
19,62
19,68
19,91
20,3
20,19
20,24
20,30
20,72
20,92
11,5
16,5
20,12
23,0
23,12
23,20
24,6
25,5
25,19
28,19
28,25
32,5
32,11
32,21
33,19
33,25
33,28
34,8
35,19
35,33
36,1
36,19
36,25
36,28
36,33
37,29
38,3
38,6
38,33
39,32
40,21
40,23
41,6
41,8
41,24
42,6
42,24
43,38
44,6
44,14
44,24
44,33
44,41
44,42
45,4
45,30
46,17
46,44
47,15
47,19
47,25
47,28
47,33
47,36
47,41
48,32
49,0
49,43
51,24
52,6
52,19
52,41
52,49
53,32
54,6
54,24
54,41
54,42
54,44
54,52
55,1
55,6
55,21
55,28
55,32
55,40
56,5
56,17
56,28
56,32
57,19
58,5
58,17
58,33
59,19
59,25
59,28
59,33
59,36
59,40
59,47
60,38
60,53
61,19
61,25
61,28
61,33
61,36
61,47
61,59
62,28
62,33
62,41
62,47
62,59
63,6
63,32
63,33
63,38
63,40
63,55
64,3
64,19
64,37
65,8
65,19
65,25
65,28
65,33
65,36
65,47
65,59
65,61
66,36
66,54
67,0
67,3
67,52
67,59
67,64
68,6
68,19
68,20
68,24
68,25
68,28
68,33
68,36
68,47
68,59
68,61
68,62
68,65
69,0
69,3
69,12
69,20
69,23
69,49
69,54
69,59
70,6
70,24
70,41
70,44
70,47
70,52
70,54
70,55
71,19
71,25
71,28
71,33
71,36
71,47
71,54
71,61
71,65
71,68
72,3
72,20
72,24
72,30
72,32
72,44
72,59
72,62
72,65
72,68
72,69
73,5
73,8
73,11
73,16
73,19
73,20
73,32
73,55
74,6
74,24
74,33
74,41
74,42
74,44
74,52
74,54
74,55
74,57
74,61
74,70
75,14
75,31
75,33
75,37
75,52
75,62
75,69
75,72
76,4
76,8
76,11
76,21
76,32
76,36
76,39
76,40
76,55
76,70
76,74
77,6
77,8
77,17
77,46
77,51
77,53
77,60
78,0
78,5
78,7
78,27
78,44
78,49
78,76
79,4
79,10
79,22
79,45
80,21
80,32
80,44
80,53
80,55
80,57
80,63
80,73
80,76
81,0
81,12
81,25
81,28
81,29
81,33
81,36
81,38
81,48
81,51
81,60
81,65
81,67
81,68
81,72
82,3
82,6
82,8
82,12
82,20
82,23
82,33
82,57
82,61
82,69
82,71
82,72
82,74
83,3
83,14
83,32
83,55
83,58
83,60
83,62
83,69
83,76
83,77
84,9
84,12
84,68
84,80
85,1
85,6
85,19
85,23
85,25
85,28
85,30
85,33
85,36
85,47
85,61
85,65
85,68
85,71
85,82
86,0
86,33
86,38
86,46
86,52
86,54
86,63
86,70
86,72
86,80
87,5
87,11
87,16
87,17
87,40
87,50
87,62
87,73
87,76
88,15
88,19
88,23
88,25
88,28
88,32
88,33
88,36
88,46
88,47
88,52
88,61
88,65
88,68
88,69
88,71
88,80
88,82
88,85
89,5
89,6
89,17
89,19
89,24
89,32
89,33
89,41
89,42
89,44
89,54
89,61
89,68
89,73
89,74
89,76
89,80
89,86
90,1
90,76
90,85
91,6
91,19
91,25
91,33
91,34
91,36
91,48
91,52
91,61
91,62
91,65
91,68
91,71
91,72
91,81
91,85
91,88
92,13
92,14
92,28
92,31
92,37
92,40
92,44
92,61
92,74
92,75
92,76
92,85
92,89
93,3
93,31
93,33
93,81
93,83
93,89
94,0
94,6
94,19
94,24
94,49
94,54
94,57
94,59
94,68
94,69
94,71
94,75
94,88
95,6
95,8
95,25
95,30
95,49
95,52
95,61
95,69
95,72
95,82
96,30
96,38
96,39
96,40
96,44
96,52
96,58
96,61
96,63
96,76
96,86
96,89
97,5
97,11
97,17
97,40
97,46
97,50
97,53
97,58
97,63
97,73
97,74
97,76
97,77
97,87
98,5
98,8
98,17
98,21
98,24
98,34
98,40
98,49
98,54
98,58
98,74
98,80
98,86
98,89
99,1
99,6
99,19
99,25
99,28
99,33
99,35
99,36
99,47
99,59
99,61
99,62
99,63
99,65
99,68
99,71
99,85
99,88
c
